series_id,state_code,area_code,supersector_code,industry_code,data_type_code,seasonal,area_name,supersector_name,industry_name,data_type_text,seasonal_text
SMU18454604200000001,18,45460,42,42000000,01,U,"Terre Haute, IN",Retail Trade,Retail Trade,"All Employees, In Thousands",Not Seasonally Adjusted
SMU18454604300000001,18,45460,43,43000000,01,U,"Terre Haute, IN",Transportation and Utilities,"Transportation, Warehousing, and Utilities","All Employees, In Thousands",Not Seasonally Adjusted
SMU18454605000000001,18,45460,50,50000000,01,U,"Terre Haute, IN",Information,Information,"All Employees, In Thousands",Not Seasonally Adjusted
SMU18454605500000001,18,45460,55,55000000,01,U,"Terre Haute, IN",Financial Activities,Financial Activities,"All Employees, In Thousands",Not Seasonally Adjusted
SMU18454606000000001,18,45460,60,60000000,01,U,"Terre Haute, IN",Professional and Business Services,Professional and Business Services,"All Employees, In Thousands",Not Seasonally Adjusted
SMU18454606500000001,18,45460,65,65000000,01,U,"Terre Haute, IN",Education and Health Services,Education and Health Services,"All Employees, In Thousands",Not Seasonally Adjusted
SMU18454607000000001,18,45460,70,70000000,01,U,"Terre Haute, IN",Leisure and Hospitality,Leisure and Hospitality,"All Employees, In Thousands",Not Seasonally Adjusted
SMU18454608000000001,18,45460,80,80000000,01,U,"Terre Haute, IN",Other Services,Other Services,"All Employees, In Thousands",Not Seasonally Adjusted
SMU18454609091000001,18,45460,90,90910000,01,U,"Terre Haute, IN",Government,Federal Government,"All Employees, In Thousands",Not Seasonally Adjusted
SMU18454609092000001,18,45460,90,90920000,01,U,"Terre Haute, IN",Government,State Government,"All Employees, In Thousands",Not Seasonally Adjusted
SMU18454609093000001,18,45460,90,90930000,01,U,"Terre Haute, IN",Government,Local Government,"All Employees, In Thousands",Not Seasonally Adjusted
