"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979"
"19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","2","Population (persons) 1/",376011,379817,381302,382010,384562,390568,396120,398850,400292,402294,403603
"19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4065,4271,4505,4942,5648,6229,6809,7267,7967,8709,9699
"19430","Dayton-Kettering, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3533145,3724442,3850553,4198442,4556792,4879893,5259095,5777472,6352071,6966972,7679484
"19430","Dayton-Kettering, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",809721,817533,816329,813964,806273,798827,797720,794070,788517,788528,791260
"19430","Dayton-Kettering, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4363,4556,4717,5158,5652,6109,6593,7276,8056,8835,9705
"19460","Decatur, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",312322,350823,375836,407614,453561,492008,564046,623154,691124,781117,892073
"19460","Decatur, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",101470,105018,107661,109678,110455,112864,114103,115667,117115,119287,120822
"19460","Decatur, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3078,3341,3491,3716,4106,4359,4943,5387,5901,6548,7383
"19500","Decatur, IL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",495275,534200,572760,620388,694282,769313,841296,919355,1002082,1101786,1176523
"19500","Decatur, IL (Metropolitan Statistical Area)","2","Population (persons) 1/",124733,124905,125278,125241,126910,127752,129218,129701,131366,132404,132364
"19500","Decatur, IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3971,4277,4572,4954,5471,6022,6511,7088,7628,8321,8889
"19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",579392,639900,714677,817755,968502,1098055,1220491,1339947,1500427,1738599,2025975
"19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",171382,174894,181923,189672,203993,217106,225008,230241,237833,246836,260852
"19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3381,3659,3928,4311,4748,5058,5424,5820,6309,7044,7767
"19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",4752961,5351690,6094357,6853290,7737318,8578515,9496789,10499533,11794472,13650331,15561186
"19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *","2","Population (persons) 1/",1101455,1125162,1162772,1205736,1247871,1262795,1285565,1316528,1343631,1390221,1432057
"19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",4315,4756,5241,5684,6200,6793,7387,7975,8778,9819,10866
"19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1610096,1748807,1876257,2088606,2371928,2579363,2885291,3167353,3478689,3930348,4374587
"19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","2","Population (persons) 1/",396265,399921,405521,408769,415714,419776,422837,425568,424930,426848,427184
"19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4063,4373,4627,5110,5706,6145,6824,7443,8186,9208,10241
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",19880599,20473778,22059058,24440594,27254747,28883744,30323450,33800030,38051495,42389221,46120599
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",4414928,4439498,4459793,4453517,4435796,4422090,4394458,4361574,4351973,4356619,4356811
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4503,4612,4946,5488,6144,6532,6900,7750,8744,9730,10586
"20020","Dothan, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",248722,278801,309458,349141,427476,477002,519787,598322,642890,728189,792719
"20020","Dothan, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",90913,92122,94147,97881,100409,105391,108046,109777,110966,112772,113631
"20020","Dothan, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2736,3026,3287,3567,4257,4526,4811,5450,5794,6457,6976
"20100","Dover, DE (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",299381,329298,366988,408579,456659,510034,562531,607527,649026,716082,771030
"20100","Dover, DE (Metropolitan Statistical Area)","2","Population (persons) 1/",80668,82633,86628,89512,90286,91026,92521,94465,96264,98251,99166
"20100","Dover, DE (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3711,3985,4236,4565,5058,5603,6080,6431,6742,7288,7775
"20220","Dubuque, IA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",307166,337786,359129,395076,447182,496919,546504,595507,672610,748022,807693
"20220","Dubuque, IA (Metropolitan Statistical Area)","2","Population (persons) 1/",90126,90790,91739,92731,93700,93779,94655,95687,94270,93716,93425
"20220","Dubuque, IA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3408,3721,3915,4260,4772,5299,5774,6223,7135,7982,8645
"20260","Duluth, MN-WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",996650,1091237,1176718,1272078,1392187,1529535,1779868,2000382,2071046,2390958,2653643
"20260","Duluth, MN-WI (Metropolitan Statistical Area)","2","Population (persons) 1/",313133,307354,309676,308615,305360,301462,303795,308153,308252,307442,309061
"20260","Duluth, MN-WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3183,3550,3800,4122,4559,5074,5859,6492,6719,7777,8586
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",892187,981085,1105333,1222566,1352372,1493363,1665544,1855362,2046775,2308274,2561901
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",275187,279347,286042,294596,300358,305263,304340,308683,314854,318017,323182
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3242,3512,3864,4150,4503,4892,5473,6011,6501,7258,7927
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",177243,194209,213335,248897,288633,332565,376892,419438,466232,527126,594040
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",44851,45441,46302,48917,51711,54877,57637,60370,62848,65535,67911
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3952,4274,4607,5088,5582,6060,6539,6948,7418,8043,8747
"20740","Eau Claire, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",381576,419956,458788,498973,544971,593854,654586,718124,809882,903140,1001516
"20740","Eau Claire, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",111230,115555,118617,121204,120238,121193,124012,124496,127012,128912,129293
"20740","Eau Claire, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3431,3634,3868,4117,4532,4900,5278,5768,6376,7006,7746
"20940","El Centro, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",284148,299115,301362,384220,425947,488692,523162,581199,603258,656466,929275
"20940","El Centro, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",73604,74795,74931,75869,79648,81526,82989,85264,86981,88474,90086
"20940","El Centro, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3860,3999,4022,5064,5348,5994,6304,6816,6936,7420,10315
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",465823,491984,506089,542596,560221,652568,671920,706293,813909,870028,963407
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","2","Population (persons) 1/",106637,107652,107830,105967,99133,104885,110417,118037,118999,116940,118949
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4368,4570,4693,5120,5651,6222,6085,5984,6840,7440,8099
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",528236,552330,601971,683157,759373,749526,785862,908745,1021030,1141941,1203224
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",124600,126624,127025,129596,132290,132510,131484,131402,133567,135493,136687
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4239,4362,4739,5271,5740,5656,5977,6916,7644,8428,8803
"21300","Elmira, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",371153,396780,417926,450654,493677,534102,573579,619058,663650,714037,774162
"21300","Elmira, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",101394,101457,101080,101665,100452,99936,100497,100008,99335,98689,99339
"21300","Elmira, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3661,3911,4135,4433,4915,5344,5707,6190,6681,7235,7793
"21340","El Paso, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1142394,1203259,1316139,1427111,1630778,1831322,1939079,2161399,2380879,2668601,3036740
"21340","El Paso, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",366546,362854,371562,380771,400736,414149,430008,443031,452639,463126,474925
"21340","El Paso, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3117,3316,3542,3748,4069,4422,4509,4879,5260,5762,6394
"21420","Enid, OK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",200371,220525,240055,259831,289212,320536,359151,398849,451706,505892,594705
"21420","Enid, OK (Metropolitan Statistical Area)","2","Population (persons) 1/",55616,56532,57616,57604,56540,57571,58729,60129,61098,61926,62264
"21420","Enid, OK (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3603,3901,4166,4511,5115,5568,6115,6633,7393,8169,9551
"21500","Erie, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",945158,1032554,1114365,1215863,1356689,1518598,1650464,1762065,1926260,2133750,2351026
"21500","Erie, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",262384,264315,268634,272384,274509,275306,279275,281390,280019,278420,278792
"21500","Erie, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3602,3907,4148,4464,4942,5516,5910,6262,6879,7664,8433
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",723185,790124,879451,997847,1130280,1260360,1401281,1623286,1861298,2139948,2403456
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)","2","Population (persons) 1/",208936,216409,220797,227016,230743,236565,240324,245932,251925,260240,267827
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3461,3651,3983,4395,4898,5328,5831,6601,7388,8223,8974
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",900984,949474,1042382,1131669,1292367,1415870,1557836,1744746,2012432,2252233,2500776
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","2","Population (persons) 1/",253494,254890,257776,258125,260065,260547,260965,262498,266046,270348,272865
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3554,3725,4044,4384,4969,5434,5970,6647,7564,8331,9165
"21820","Fairbanks, AK (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",249513,278000,290765,310392,328225,453568,808224,853100,765561,737979,756770
"21820","Fairbanks, AK (Metropolitan Statistical Area) *","2","Population (persons) 1/",44738,45940,47260,47690,47654,48480,51765,55983,55433,55325,54910
"21820","Fairbanks, AK (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",5577,6051,6152,6509,6888,9356,15613,15239,13811,13339,13782
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",422741,462348,509069,565942,740158,775821,804871,954422,966351,1164667,1241704
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","2","Population (persons) 1/",115720,120690,123471,125464,126247,127527,128935,131761,133484,136239,137013
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3653,3831,4123,4511,5863,6084,6242,7244,7239,8549,9063
"22140","Farmington, NM (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",138902,142881,169166,196092,231880,281735,330766,388734,464962,547021,603458
"22140","Farmington, NM (Metropolitan Statistical Area)","2","Population (persons) 1/",52300,52779,53916,55756,58722,61123,64638,68161,71376,75134,78915
"22140","Farmington, NM (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2656,2707,3138,3517,3949,4609,5117,5703,6514,7281,7647
"22180","Fayetteville, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",988120,1029361,1090006,1245518,1404978,1619882,1750260,1876865,2000032,2194689,2369607
"22180","Fayetteville, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",274977,278220,281976,285636,292377,306006,308733,313826,320009,323646,323079
"22180","Fayetteville, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3593,3700,3866,4361,4805,5294,5669,5981,6250,6781,7334
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",357505,382774,435716,515342,617952,656463,785217,886431,996163,1153753,1286441
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","2","Population (persons) 1/",133775,137964,142504,150554,155437,160788,162918,168357,175276,180094,185731
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2672,2774,3058,3423,3976,4083,4820,5265,5683,6406,6926
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",146531,161686,191445,232114,274482,296520,335707,361820,397913,470375,520701
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","2","Population (persons) 1/",48200,49180,53330,58203,61654,64831,69825,66403,68939,70815,73357
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3040,3288,3590,3988,4452,4574,4808,5449,5772,6642,7098
"22420","Flint, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1816771,1771022,2050637,2232036,2452316,2474702,2695600,3205305,3692290,4042108,4414030
"22420","Flint, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",446088,446058,448310,448656,451762,450155,446850,444880,446546,449607,451082
"22420","Flint, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4073,3970,4574,4975,5428,5497,6032,7205,8269,8990,9785
"22500","Florence, SC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",370640,406157,445235,501497,576880,674759,713992,792398,870486,994242,1099503
"22500","Florence, SC (Metropolitan Statistical Area)","2","Population (persons) 1/",142573,143122,145616,147002,151937,157632,160899,162337,166445,169123,171805
"22500","Florence, SC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2600,2838,3058,3411,3797,4281,4438,4881,5230,5879,6400
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",332857,364774,407840,445489,491305,546775,599466,692149,763431,875787,975515
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",118200,118093,120545,121579,123562,124134,126431,127873,130206,131868,134560
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2816,3089,3383,3664,3976,4405,4741,5413,5863,6641,7250
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",301789,322337,344029,375685,423011,463052,510326,565686,637421,702220,794391
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",82894,84380,83569,85264,86518,86561,87138,86830,87670,87720,88172
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3641,3820,4117,4406,4889,5349,5857,6515,7271,8005,9010
"22660","Fort Collins, CO (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",272754,313677,368477,428182,500034,577813,676045,782016,898522,1065075,1255180
"22660","Fort Collins, CO (Metropolitan Statistical Area)","2","Population (persons) 1/",81438,91095,97125,106999,112441,119945,120593,123187,131973,137780,145474
"22660","Fort Collins, CO (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3349,3443,3794,4002,4447,4817,5606,6348,6808,7730,8628
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",378179,414509,466663,524973,602115,687121,768624,863725,973632,1107095,1230623
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","2","Population (persons) 1/",137029,140273,144622,148492,150863,155863,184406,164261,169925,173623,176196
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2760,2955,3227,3535,3991,4408,4168,5258,5730,6376,6984
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1182610,1251254,1354873,1497105,1679408,1828313,1915448,2144531,2415644,2699790,3003715
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",298105,304766,308823,311532,313308,314699,314214,313330,314068,318033,320027
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3967,4106,4387,4806,5360,5810,6096,6844,7691,8489,9386
"23420","Fresno, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1500510,1653102,1799992,2036193,2339957,2740807,2963789,3397744,3628639,4040140,4792511
"23420","Fresno, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",408304,414886,424697,431918,439865,449886,464183,477162,489016,497564,506332
"23420","Fresno, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3675,3984,4238,4714,5320,6092,6385,7121,7420,8120,9465
"23460","Gadsden, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",273249,283339,311494,349727,387651,425798,471815,515075,589445,670912,752567
"23460","Gadsden, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",92041,94134,94887,95758,96072,96579,97936,98984,100171,101731,102937
"23460","Gadsden, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2969,3010,3283,3652,4035,4409,4818,5204,5884,6595,7311
"23540","Gainesville, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",343299,396092,452791,538804,638408,714188,794165,863239,950893,1091052,1238107
"23540","Gainesville, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",116734,121523,125771,138486,145835,151894,154323,155080,160544,166359,171015
"23540","Gainesville, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2941,3259,3600,3891,4378,4702,5146,5566,5923,6558,7240
"23580","Gainesville, GA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",181520,196115,211988,241760,275604,300115,337306,381368,431665,497468,559831
"23580","Gainesville, GA (Metropolitan Statistical Area)","2","Population (persons) 1/",58192,59814,62007,63406,65831,66786,69063,69626,71185,72534,74275
"23580","Gainesville, GA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3119,3279,3419,3813,4187,4494,4884,5477,6064,6858,7537
"23900","Gettysburg, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",205176,220477,237257,267285,301015,335085,363640,414886,458548,511846,574470
"23900","Gettysburg, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",56433,57165,58628,60815,62627,63523,63834,64435,65398,66235,67409
"23900","Gettysburg, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3636,3857,4047,4395,4806,5275,5697,6439,7012,7728,8522
"24020","Glens Falls, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",334879,370853,398502,426819,465658,507356,550664,600360,647233,711564,779711
"24020","Glens Falls, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",101436,102612,104666,105917,106354,106739,108378,108894,109831,110335,110464
"24020","Glens Falls, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3301,3614,3807,4030,4378,4753,5081,5513,5893,6449,7059
"24140","Goldsboro, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",258200,287524,314929,355430,393421,446433,479207,521085,551523,618738,671208
"24140","Goldsboro, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",85504,85747,87943,90151,90338,91807,92498,93352,94674,96788,97135
"24140","Goldsboro, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3020,3353,3581,3943,4355,4863,5181,5582,5825,6393,6910
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",309300,358608,392498,442727,580655,604087,644297,683917,679040,819219,851678
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","2","Population (persons) 1/",94243,95935,97885,98607,99795,100100,98203,100617,101935,101225,101383
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3282,3738,4010,4490,5818,6035,6561,6797,6661,8093,8401
"24260","Grand Island, NE (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",213611,222563,235467,259159,297673,322820,368729,381322,403307,482838,511593
"24260","Grand Island, NE (Metropolitan Statistical Area)","2","Population (persons) 1/",57174,58389,58638,59072,59686,59908,61010,61032,62026,62295,63224
"24260","Grand Island, NE (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3736,3812,4016,4387,4987,5389,6044,6248,6502,7751,8092
"24300","Grand Junction, CO (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",174356,193533,214485,236705,275667,326263,383882,429725,516171,600883,693452
"24300","Grand Junction, CO (Metropolitan Statistical Area)","2","Population (persons) 1/",54219,54479,55311,56912,57962,58973,63261,66628,68585,72223,76946
"24300","Grand Junction, CO (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3216,3552,3878,4159,4756,5532,6068,6450,7526,8320,9012
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2320880,2434527,2634403,2934004,3272644,3580211,3866422,4308318,4862998,5543857,6190775
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",620019,625388,628659,634587,644786,649816,654227,660598,669380,678766,691273
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3743,3893,4191,4623,5076,5510,5910,6522,7265,8168,8956
"24420","Grants Pass, OR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",112964,127591,145879,164653,189515,210775,244329,288436,328896,378846,422703
"24420","Grants Pass, OR (Metropolitan Statistical Area)","2","Population (persons) 1/",35714,36304,38848,40305,43151,45787,48032,50710,52549,55762,57893
"24420","Grants Pass, OR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3163,3515,3755,4085,4392,4603,5087,5688,6259,6794,7301
"24500","Great Falls, MT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",319892,357739,384731,429950,468382,516168,558424,619187,670908,740513,798576
"24500","Great Falls, MT (Metropolitan Statistical Area)","2","Population (persons) 1/",81183,82258,84453,84842,84728,85126,84693,84869,86247,86611,84475
"24500","Great Falls, MT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3940,4349,4556,5068,5528,6064,6594,7296,7779,8550,9453
"24540","Greeley, CO (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",277619,331691,368062,431460,513873,613721,670486,726285,745537,871664,978249
"24540","Greeley, CO (Metropolitan Statistical Area) *","2","Population (persons) 1/",86216,90012,93779,99597,104411,108059,108479,110052,112555,114919,120194
"24540","Greeley, CO (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",3220,3685,3925,4332,4922,5679,6181,6599,6624,7585,8139
"24580","Green Bay, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",662615,723595,787959,872204,972298,1097809,1222330,1361715,1542093,1736528,1942531
"24580","Green Bay, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",197096,203616,206593,208479,210941,212277,215386,217622,218655,220260,220801
"24580","Green Bay, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3362,3554,3814,4184,4609,5172,5675,6257,7053,7884,8798
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1590986,1732134,1898502,2112332,2343880,2552770,2729702,2998783,3321180,3780639,4169668
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",433249,438730,448079,455577,460732,464097,466520,471352,477233,482440,487216
"24660","Greensboro-High Point, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3672,3948,4237,4637,5087,5501,5851,6362,6959,7836,8558
"24780","Greenville, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",191351,217915,236862,265316,310619,352192,405664,462176,486896,566804,604576
"24780","Greenville, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",73617,74101,75306,74977,75787,75977,78887,80147,80948,81969,82819
"24780","Greenville, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2599,2941,3145,3539,4099,4636,5142,5767,6015,6915,7300
"24860","Greenville-Anderson, SC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1395420,1517638,1662943,1881594,2156975,2430522,2583672,2908608,3222013,3629476,4091614
"24860","Greenville-Anderson, SC (Metropolitan Statistical Area)","2","Population (persons) 1/",446714,456342,467592,480222,491446,505159,511828,511833,525157,534157,543173
"24860","Greenville-Anderson, SC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3124,3326,3556,3918,4389,4811,5048,5683,6135,6795,7533
"25060","Gulfport-Biloxi, MS (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",821587,866191,932032,1097641,1249133,1366895,1540743,1721514,1886035,2079969,2246111
"25060","Gulfport-Biloxi, MS (Metropolitan Statistical Area)","2","Population (persons) 1/",243030,249647,259846,267166,280155,284551,285918,294260,300806,306127,308249
"25060","Gulfport-Biloxi, MS (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3381,3470,3587,4108,4459,4804,5389,5850,6270,6794,7287
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",523704,552688,604683,671247,745555,836865,923367,1007847,1122092,1268129,1418211
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","2","Population (persons) 1/",149312,148883,150879,153440,156013,158650,161085,163470,165050,166974,169470
"25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3507,3712,4008,4375,4779,5275,5732,6165,6798,7595,8369
"25220","Hammond, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",145177,155386,172304,191624,221073,246895,287159,326518,368182,417571,476084
"25220","Hammond, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",65464,66244,68421,68368,68944,70000,72031,74202,76299,78065,79771
"25220","Hammond, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2218,2346,2518,2803,3207,3527,3987,4400,4826,5349,5968
"25260","Hanford-Corcoran, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",240790,265191,278879,314305,345342,437143,445741,532959,531403,525109,684421
"25260","Hanford-Corcoran, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",65647,66570,66450,68161,68308,69067,70590,71708,72467,73556,73562
