"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",154532353,155929821,153806274,156868603,160066107,163684874,165629834,170112119,170872060,160283198,164671091,175954582,184197649,185606992,195072748,206653094,212327250,217961254,226869560,234168935,251173430
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",4455503,4461855,4456433,4453371,4445887,4431048,4409697,4377116,4339504,4311728,4291281,4291613,4300923,4305782,4311488,4310146,4317016,4322490,4323861,4319413,4304136
"19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",34683,34947,34513,35225,36003,36940,37560,38864,39376,37174,38373,41000,42827,43106,45245,47946,49184,50425,52469,54213,58356
"20020","Dothan, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3051238,3310442,3415407,3536370,3803973,4067241,4327397,4602609,4710375,4682831,4928761,5114864,5181265,5244474,5380721,5598984,5694875,5868491,6102806,6414552,6812090
"20020","Dothan, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",131024,131413,131967,133586,135057,136643,139070,141157,142958,144396,145871,146644,147490,147507,147895,148068,147914,147981,148339,149674,150214
"20020","Dothan, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23288,25191,25881,26473,28166,29765,31117,32606,32949,32430,33788,34879,35130,35554,36382,37814,38501,39657,41141,42857,45349
"20100","Dover, DE (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3452392,3480979,3700111,3958153,4299235,4507299,4873075,5119257,5283482,5530466,5564431,5899797,5984915,6186209,6421884,6568238,6878827,7199296,7543729,7942338,8557697
"20100","Dover, DE (Metropolitan Statistical Area)","2","Population (persons) 1/",127229,129228,131824,134605,139342,144585,149704,153969,157925,160081,162972,165161,167370,169144,171600,173308,174776,176754,178954,181492,183643
"20100","Dover, DE (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27135,26937,28069,29406,30854,31174,32551,33249,33456,34548,34143,35721,35759,36574,37424,37899,39358,40731,42155,43761,46600
"20220","Dubuque, IA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2353401,2397101,2452880,2535914,2630222,2735770,2988244,3259119,3398009,3314307,3483318,3720285,3934993,3988966,4164606,4358881,4427064,4548438,4819249,5001119,5343121
"20220","Dubuque, IA (Metropolitan Statistical Area)","2","Population (persons) 1/",89201,88932,89132,90012,90462,90769,91258,92130,92519,92948,93933,94656,95183,95990,96544,96934,96819,97162,96961,97432,97590
"20220","Dubuque, IA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26383,26954,27520,28173,29075,30140,32745,35375,36728,35658,37083,39303,41341,41556,43137,44968,45725,46813,49703,51329,54751
"20260","Duluth, MN-WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",7430825,7581057,7879690,8121713,8424602,8474810,8894145,9438494,10067988,9969451,10623794,11189782,11393069,11391577,11819556,12168583,12139911,12542403,13241032,13638378,14370410
"20260","Duluth, MN-WI (Metropolitan Statistical Area)","2","Population (persons) 1/",286858,288091,287980,288371,288187,287696,287672,288147,289433,290337,290547,290620,290223,290266,290365,289876,289545,289302,289628,289256,288648
"20260","Duluth, MN-WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25904,26315,27362,28164,29233,29458,30918,32756,34785,34338,36565,38503,39256,39245,40706,41979,41928,43354,45717,47150,49785
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",14289599,14808947,14890239,15397873,17208329,18403837,19985680,21641565,22723334,22363265,23269960,24281376,25569595,25647468,27433609,28893532,30313822,31866757,33347083,35123431,37001041
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",474940,485366,493757,499238,504619,512402,523405,536055,548275,559164,566291,572619,581939,590648,599621,608185,618668,626202,638311,645559,652542
"20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",30087,30511,30157,30843,34102,35917,38184,40372,41445,39994,41092,42404,43939,43423,45752,47508,48999,50889,52243,54408,56703
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3567449,3814532,4011713,4236917,4534821,4802690,5074251,5401544,5639407,5509355,5512283,5784442,5720936,5995776,6254866,6516523,6658404,6908165,7240049,7509106,8237062
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",139710,143775,148833,154027,158181,162045,165185,167352,168576,169390,169852,169921,168675,167435,167387,166602,166324,168033,169524,170083,170154
"20700","East Stroudsburg, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25535,26531,26954,27508,28669,29638,30719,32277,33453,32525,32453,34042,33917,35810,37368,39114,40033,41112,42708,44150,48409
"20740","Eau Claire, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3982422,4124483,4252717,4382504,4558285,4744718,5075585,5426510,5680754,5786710,6012246,6356838,6629824,6678050,6991765,7146406,7177878,7535650,7964026,8258700,8766530
"20740","Eau Claire, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",148656,149655,150846,151816,153419,154809,156167,157654,158700,160271,161658,162910,163925,164877,165094,165580,166566,167445,168371,169158,169997
"20740","Eau Claire, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26790,27560,28192,28867,29711,30649,32501,34420,35796,36106,37191,39021,40444,40503,42350,43160,43093,45004,47300,48822,51569
"20940","El Centro, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2712646,2984655,3361559,3495156,3594395,3773375,4081732,4340537,4732242,4796535,5087722,5490146,5566933,5769757,6064992,6497386,6358568,6485109,6397063,6711683,8021811
"20940","El Centro, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",142410,143707,145640,148984,152259,156113,160505,164596,167917,172008,174704,175731,176487,176301,177786,178701,179881,181250,181062,180439,180267
"20940","El Centro, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",19048,20769,23081,23460,23607,24171,25431,26371,28182,27886,29122,31242,31543,32727,34114,36359,35349,35780,35331,37196,44500
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3287456,3417136,3484457,3644264,3835040,3990078,4190987,4383848,4636525,4837767,5114173,5377314,5469102,5417539,5661216,5765867,5969592,6144965,6356192,6671753,7219286
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","2","Population (persons) 1/",134506,135657,136591,136333,138230,140177,140870,141844,142988,143829,149852,151370,151594,152346,151832,148281,149092,150572,153383,153973,154356
"21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24441,25190,25510,26731,27744,28465,29751,30906,32426,33636,34128,35524,36077,35561,37286,38885,40040,40811,41440,43331,46770
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",5036713,4940677,5125933,5341984,5664572,5939471,6178363,6341670,6196381,5653479,6049330,6440280,6955673,7221058,7803928,8196064,8569949,9282872,9568358,9662570,10282374
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",183412,184708,184543,187149,189316,192242,195047,196304,197762,197514,197453,198292,198988,200225,201446,203022,203626,204279,205588,206268,206161
"21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27461,26749,27776,28544,29921,30896,31676,32305,31333,28623,30637,32479,34955,36065,38740,40370,42087,45442,46541,46845,49875
"21300","Elmira, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2306929,2323950,2312373,2358268,2441456,2528078,2656872,2776661,2979322,2991144,3126423,3271729,3338095,3353842,3429750,3462064,3451772,3592830,3692533,3808059,4084727
"21300","Elmira, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",91094,90780,90613,90154,89777,88860,88732,88634,88503,88849,88895,88916,89162,88230,87239,86771,85692,84825,84033,83404,82622
"21300","Elmira, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25325,25600,25519,26158,27195,28450,29943,31327,33664,33665,35170,36796,37439,38012,39314,39899,40281,42356,43941,45658,49439
"21340","El Paso, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",13149062,13749629,14509859,15065022,15904628,16907396,17941104,19049849,20123842,21098884,23214670,24755066,25971644,25594493,26889685,27669400,28222493,29245753,30544923,32584324,35312908
"21340","El Paso, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",685086,692568,699844,708545,720997,731511,748254,759040,773304,790182,807020,823205,835471,833918,836670,834916,838371,840702,840372,842376,846192
"21340","El Paso, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",19193,19853,20733,21262,22059,23113,23977,25097,26023,26701,28766,30072,31086,30692,32139,33140,33663,34787,36347,38681,41732
"21420","Enid, OK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1401741,1465618,1518611,1618433,1739708,1830098,2042318,2127250,2284732,2201724,2415274,2564249,2774012,2722644,2938588,2821864,2766825,2669084,2713555,2763204,2842724
"21420","Enid, OK (Metropolitan Statistical Area)","2","Population (persons) 1/",57721,57279,57249,57230,57459,57358,57723,58153,58845,59989,60771,60768,61365,62368,62801,63246,62585,61720,61270,61332,60869
"21420","Enid, OK (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24285,25587,26526,28279,30277,31907,35381,36580,38826,36702,39744,42197,45205,43655,46792,44617,44209,43245,44288,45053,46702
"21500","Erie, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",7122715,7301311,7454912,7571300,7896182,8151740,8593683,9114561,9510023,9368405,9772310,10398446,10699351,10678048,10953005,11281154,11381314,11549904,12159361,12468015,13565234
"21500","Erie, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",280803,280647,280379,280153,277864,277211,278389,278573,278686,279838,280809,281244,281416,280905,279660,278452,276639,273855,271780,269529,268426
"21500","Erie, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25366,26016,26589,27026,28417,29406,30869,32719,34125,33478,34801,36973,38020,38013,39165,40514,41141,42175,44740,46259,50536
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",8348123,8730677,8788692,9004028,9572081,10244384,11228421,11521037,11820171,11472933,11855216,12225196,12795633,12849433,13695183,14666799,15343064,16273772,17030077,17559531,18989468
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)","2","Population (persons) 1/",323492,324855,327506,330845,332327,335831,339926,344844,348176,350850,351948,354119,355217,355654,358273,362257,369201,375689,378807,382064,382986
"21660","Eugene-Springfield, OR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25806,26876,26835,27215,28803,30505,33032,33409,33949,32700,33685,34523,36022,36129,38226,40487,41557,43317,44957,45960,49583
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",8416984,8776387,8976513,9235547,9576662,9983408,10610360,10713171,11343188,11158473,11890954,12674688,13151258,12711484,13261208,13663594,13804406,14323271,14767554,15492557,16321654
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","2","Population (persons) 1/",296480,297027,298383,300628,302310,303844,305549,307468,308614,310170,311809,312741,313494,314437,315000,315160,315462,314942,314703,315096,315731
"21780","Evansville, IN-KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",28390,29547,30084,30721,31678,32857,34726,34843,36755,35975,38135,40528,41951,40426,42099,43354,43759,45479,46925,49168,51695
"21820","Fairbanks, AK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2465145,2547983,2714756,2887253,3040217,3335514,3657464,3935767,4347893,4329576,4558918,5029620,5125487,5000990,5195326,5382091,5323936,5383304,5617632,5746996,5954681
"21820","Fairbanks, AK (Metropolitan Statistical Area)","2","Population (persons) 1/",83005,84814,86095,86885,89043,90431,90545,93545,94552,95238,98272,98151,100388,101046,99404,99812,100877,99911,98749,97088,95651
"21820","Fairbanks, AK (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",29699,30042,31532,33231,34143,36885,40394,42074,45984,45461,46391,51244,51057,49492,52265,53922,52777,53881,56888,59194,62254
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4971092,5012461,5263492,5563238,5935515,6301176,6841706,7331864,8074660,7972418,8504703,9260724,10348842,10590141,11423558,11810122,11917470,12324115,13133101,13639282,14457643
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","2","Population (persons) 1/",174970,177033,178891,181539,186448,189303,193412,197121,201346,206223,209465,213300,217763,223594,228089,233263,237652,241966,244940,246679,248594
"22020","Fargo, ND-MN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",28411,28314,29423,30645,31835,33286,35374,37195,40103,38659,40602,43416,47523,47363,50084,50630,50147,50933,53618,55292,58158
"22140","Farmington, NM (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2175296,2370430,2459001,2592232,2819193,3110083,3435761,3743871,4165716,3937462,4005472,4233615,4311086,4195983,4421321,4426521,4262525,4326446,4449110,4476721,4731433
"22140","Farmington, NM (Metropolitan Statistical Area)","2","Population (persons) 1/",114131,115745,119430,121553,123179,124809,125028,126149,126905,129359,130209,129732,129792,129509,129143,128324,128011,127039,125652,124027,123312
"22140","Farmington, NM (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",19060,20480,20589,21326,22887,24919,27480,29678,32825,30438,30762,32634,33215,32399,34236,34495,33298,34056,35408,36095,38370
"22180","Fayetteville, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",10236445,10454092,10951770,11427288,12056380,12771723,13336778,13836282,14687330,14825849,15553541,16137310,16578152,16597489,17072147,17553489,17704125,18204728,19026698,20090262,21684490
"22180","Fayetteville, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",429071,432206,437190,436610,444293,444221,451761,456550,464464,474524,490502,499299,502910,509536,511082,512548,517631,518493,523805,527862,529252
"22180","Fayetteville, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23857,24188,25050,26173,27136,28751,29522,30306,31622,31244,31709,32320,32964,32574,33404,34248,34202,35111,36324,38060,40972
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",8682479,9334216,9901153,10670418,12065882,13428120,15010711,16365010,17437168,16490139,17441151,19854045,23247071,23330651,26806204,29192337,31089794,32486240,35374342,36863681,38451186
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","2","Population (persons) 1/",327867,336662,345922,357352,370284,385269,401039,413543,423649,432067,442308,452961,462438,471356,480778,492078,504245,516104,525774,535746,548634
"22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26482,27726,28623,29860,32585,34854,37430,39573,41159,38166,39432,43832,50271,49497,55756,59325,61656,62945,67281,68808,70085
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2781601,2950839,3090314,3240698,3494610,3749167,4119876,4427336,4741621,4542224,4675714,5013142,5089649,5312248,5608280,5990047,6197199,6613538,6919340,7030941,7556660
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","2","Population (persons) 1/",116773,118283,121308,122882,125117,127025,128695,130442,131853,133477,134624,134309,136204,136788,137675,139100,140609,141300,142914,143967,142481
"22380","Flagstaff, AZ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23821,24947,25475,26372,27931,29515,32013,33941,35961,34030,34732,37325,37368,38836,40736,43063,44074,46805,48416,48837,53036
"22420","Flint, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",11709317,11669950,11747269,12115065,12351589,12558914,12951147,13091464,13226344,12705196,13035018,13590692,13961925,14178021,14585579,15260249,15615329,15957087,16466168,17015075,18681879
"22420","Flint, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",436965,438584,440062,441689,442534,442508,441164,438109,433082,427989,424959,422062,418243,415713,412950,410574,409054,407673,406626,405702,404794
"22420","Flint, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26797,26608,26695,27429,27911,28381,29357,29882,30540,29686,30674,32201,33382,34105,35320,37168,38174,39142,40495,41940,46152
"22500","Florence, SC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4609070,4791243,4923207,5091533,5350993,5537062,5926910,6215219,6453006,6313244,6448391,6724236,6855201,6980910,7239137,7494551,7710876,7926453,8241180,8649617,9220728
"22500","Florence, SC (Metropolitan Statistical Area)","2","Population (persons) 1/",193290,194240,195590,197053,198010,199167,200913,202246,203805,204825,205674,205832,206084,206039,206497,206320,205975,205532,205087,204784,204097
"22500","Florence, SC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23845,24667,25171,25838,27024,27801,29500,30731,31663,30823,31352,32669,33264,33881,35057,36325,37436,38566,40184,42238,45178
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3147818,3242327,3271591,3430806,3654924,3885356,4099827,4334451,4441478,4398618,4617499,4743885,4815077,4834908,5044277,5168303,5227179,5311277,5471274,5694326,6126801
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",143036,142584,142163,142382,143112,143717,144707,145593,146675,146952,147265,147160,147265,147282,147533,146963,147004,147383,147703,148269,148779
"22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",22007,22740,23013,24096,25539,27035,28332,29771,30281,29932,31355,32236,32697,32828,34191,35167,35558,36037,37042,38405,41181
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2783060,2826489,2930596,3002558,3106476,3204165,3338872,3545948,3737015,3611144,3755171,3907067,4076184,4093879,4307171,4473960,4523000,4715394,4958501,5145900,5434541
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",97390,97856,98097,98470,98929,99297,99920,100520,101122,101370,101579,101822,101802,101808,101993,101970,102189,102324,102777,103079,102902
"22540","Fond du Lac, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",28576,28884,29874,30492,31401,32268,33415,35276,36956,35623,36968,38372,40040,40212,42230,43875,44261,46083,48245,49922,52813
"22660","Fort Collins, CO (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",7819437,8371684,8460625,8555530,8903054,9393876,10103666,10855874,11233037,10997354,11317042,11962115,12751190,13490021,14669032,15688946,16376323,17711170,18898966,19982207,21166052
"22660","Fort Collins, CO (Metropolitan Statistical Area)","2","Population (persons) 1/",253072,260541,265372,268448,271510,275116,280713,286112,291650,296696,300453,305320,310983,316426,324272,333637,339394,344509,351045,357241,360428
"22660","Fort Collins, CO (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",30898,32132,31882,31870,32791,34145,35993,37943,38515,37066,37667,39179,41003,42632,45237,47024,48252,51410,53836,55935,58725
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",5040189,5109791,5200811,5473378,5923712,6232218,6690573,6977290,7361631,7255341,7498446,7997083,8298640,8293839,8655841,8871681,8935283,9143451,9320992,9683170,10217998
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","2","Population (persons) 1/",225759,227899,229652,231379,233367,235912,240017,242953,244749,247064,248393,249317,249607,248729,248415,249038,249453,250487,250493,250430,250434
"22900","Fort Smith, AR-OK (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",22326,22421,22646,23655,25384,26418,27875,28719,30078,29366,30188,32076,33247,33345,34844,35624,35820,36503,37211,38666,40801
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",10799822,10784938,11007720,11035594,11523482,11926922,12825680,13336770,13614115,13054319,13493546,14409252,15185604,15252614,16167651,17013969,17412627,17968128,19044402,19719774,20927546
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",363420,365954,368402,371190,372757,375420,378911,382387,384311,386818,389307,392370,394282,396719,398703,400959,403005,405535,409112,412874,416565
"23060","Fort Wayne, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",29717,29471,29880,29730,30914,31770,33849,34878,35425,33748,34660,36724,38515,38447,40551,42433,43207,44307,46551,47762,50238
"23420","Fresno, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",18468337,19156823,20487249,21972350,23242215,24166137,25850536,27263143,27788298,27798393,29073705,30768390,31695916,32998669,35278492,37664739,38697763,39593851,40888952,42926067,48539267
"23420","Fresno, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",801288,813021,829762,847193,861035,872470,883862,895933,909630,921478,932011,939251,944779,951143,960072,968889,976231,984726,991298,997847,1000918
"23420","Fresno, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23048,23563,24691,25935,26993,27699,29247,30430,30549,30167,31195,32758,33548,34694,36746,38874,39640,40208,41248,43019,48495
"23460","Gadsden, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2244941,2296429,2370461,2455565,2592943,2690168,2780125,2958090,3054340,3043242,3170357,3219524,3262663,3271110,3383008,3516967,3568670,3668019,3759537,3862708,4079724
"23460","Gadsden, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",103286,102976,102988,103025,103080,103174,103528,103893,104206,104239,104440,104356,104271,103891,103417,103033,102931,103076,102766,102460,102371
"23460","Gadsden, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",21735,22301,23017,23835,25155,26074,26854,28472,29311,29195,30356,30851,31290,31486,32712,34134,34671,35586,36583,37700,39852
"23540","Gainesville, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6428611,6863279,7059894,7335276,8124861,8751414,9404847,9885066,10239191,9936137,10420488,10816959,10877080,10955553,11601882,12111992,12566795,13390625,14125091,14747881,15860992
"23540","Gainesville, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",267698,271119,275080,278563,282648,287912,295176,299499,302494,304366,305357,307046,308339,309006,311930,316239,321619,324739,328292,329681,332317
"23540","Gainesville, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24014,25315,25665,26333,28746,30396,31862,33005,33849,32645,34126,35229,35276,35454,37194,38300,39074,41235,43026,44734,47729
"23580","Gainesville, GA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3589725,3786216,3974877,4279597,4612834,4992506,5310918,5602303,5599086,5471384,5582980,6047646,6260153,6473906,6956683,7586155,7953980,8499561,9028796,9481883,10073208
"23580","Gainesville, GA (Metropolitan Statistical Area)","2","Population (persons) 1/",140993,146148,150229,153561,156385,160979,166524,172446,177277,178503,180070,182299,184136,186459,189156,192249,196176,198854,201396,204310,206591
"23580","Gainesville, GA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25460,25907,26459,27869,29497,31013,31893,32487,31584,30651,31004,33174,33997,34720,36777,39460,40545,42743,44831,46409,48759
"23900","Gettysburg, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2401063,2606150,2712085,2895158,3031247,3195692,3346998,3546944,3745127,3729888,3821068,3982195,4076529,4155359,4372630,4579130,4642438,4809742,5030752,5219521,5565721
"23900","Gettysburg, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",91457,92591,93934,95503,97300,98606,99899,100502,101056,101252,101472,101476,101265,101156,101376,101847,101952,102629,103035,102776,102742
"23900","Gettysburg, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26253,28147,28872,30315,31154,32409,33504,35292,37060,36838,37656,39243,40256,41079,43133,44961,45536,46865,48826,50785,54172
"24020","Glens Falls, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3144914,3178719,3245154,3412889,3683266,3765844,3924381,4063686,4368033,4487014,4689562,4856307,4997782,5054658,5126758,5277666,5396987,5707943,5835657,6073014,6600401
"24020","Glens Falls, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",124250,124548,124926,125944,126854,127674,128325,128794,129100,128771,129027,128850,128454,127896,127397,126726,126337,126006,125604,125148,124362
"24020","Glens Falls, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25311,25522,25977,27098,29035,29496,30582,31552,33834,34845,36346,37690,38907,39522,40242,41646,42719,45299,46461,48527,53074
"24140","Goldsboro, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2606783,2752331,2830141,2884785,3076523,3221245,3392264,3637965,3761492,3767052,3891704,4016029,4209035,4154349,4292080,4377797,4405163,4575079,4706509,4970535,5315916
"24140","Goldsboro, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",113648,113934,114305,114595,116484,117009,117534,118942,119910,121217,122891,124055,124587,124625,124634,124400,124368,123201,123483,123904,123967
"24140","Goldsboro, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",22937,24157,24760,25174,26412,27530,28862,30586,31369,31077,31668,32373,33784,33335,34437,35191,35420,37135,38115,40116,42882
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2386078,2421118,2533687,2738819,2803218,2929648,3109771,3326061,3627346,3537775,3738327,4013480,4437571,4507336,4611536,4725561,4762095,4878889,5082860,5194315,5731952
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","2","Population (persons) 1/",97405,96663,96367,96267,98164,97777,98266,97606,98092,97941,98633,98196,99175,100850,101376,101967,102358,102358,102039,101000,100381
"24220","Grand Forks, ND-MN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24496,25047,26292,28450,28556,29963,31646,34076,36979,36121,37901,40872,44745,44693,45489,46344,46524,47665,49813,51429,57102
"24260","Grand Island, NE (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1712044,1816244,1848868,1967482,1977373,2062139,2153405,2337365,2499613,2445489,2532749,2777542,2874139,2940922,3035073,3173244,3162838,3226900,3268863,3393863,3643884
"24260","Grand Island, NE (Metropolitan Statistical Area)","2","Population (persons) 1/",68244,68001,68203,68592,68896,68871,69360,69784,70790,72056,72944,73565,74249,74667,75244,75319,75650,75562,75730,75695,75325
"24260","Grand Island, NE (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25087,26709,27108,28684,28701,29942,31047,33494,35310,33939,34722,37756,38709,39387,40336,42131,41809,42705,43165,44836,48375
"24300","Grand Junction, CO (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3016503,3267860,3384441,3495301,3671166,3984462,4431343,4971748,5565975,5166519,5043048,5255517,5467595,5568824,5888296,6031321,6009553,6420294,6852934,7093668,7536582
"24300","Grand Junction, CO (Metropolitan Statistical Area)","2","Population (persons) 1/",117631,119496,122440,124994,127678,130194,134665,139434,143155,147851,146266,147205,147360,147249,147215,148159,149882,151435,153339,154552,155603
"24300","Grand Junction, CO (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25644,27347,27642,27964,28753,30604,32906,35657,38881,34944,34479,35702,37104,37819,39998,40708,40095,42396,44691,45898,48435
"24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",27789742,28501459,28549598,29475787,31306087,32359578,34133153,35258811,37162727,34232303,36361609,39470842,42478380,42862648,45205027,48128743,49558405,50656867,52538939,54341230,58433902
